BIOGUIDE_ID,name,partyName,chamber,state,district,startYear,imageUrl,url,websiteURL,address,phoneNumber,sponsoredLegislation,cosponsoredLegislation
S001223,"Sykes, Emilia Strong",Democratic,House of Representatives,Ohio,13.0,2023,https://www.congress.gov/img/member/s001223_200.jpg,https://api.congress.gov/v3/member/S001223?format=json,https://sykes.house.gov,1217 Longworth House Office Building,(202) 225-6265,25.0,222
S001226,"Salinas, Andrea",Democratic,House of Representatives,Oregon,6.0,2023,https://www.congress.gov/img/member/s001226_200.jpg,https://api.congress.gov/v3/member/S001226?format=json,https://salinas.house.gov,109 Cannon House Office Building,(202) 225-5643,22.0,636
M001221,"Molinaro, Marcus J.",Republican,House of Representatives,New York,19.0,2023,https://www.congress.gov/img/member/m001221_200.jpg,https://api.congress.gov/v3/member/M001221?format=json,https://molinaro.house.gov,1207 Longworth House Office Building,(202) 225-5441,61.0,477
M001222,"Miller, Max L.",Republican,House of Representatives,Ohio,7.0,2023,https://www.congress.gov/img/member/m001222_200.jpg,https://api.congress.gov/v3/member/M001222?format=json,https://maxmiller.house.gov,143 Cannon House Office Building,(202) 225-3876,19.0,209
M001223,"Magaziner, Seth",Democratic,House of Representatives,Rhode Island,2.0,2023,https://www.congress.gov/img/member/m001223_200.jpg,https://api.congress.gov/v3/member/M001223?format=json,https://magaziner.house.gov,1218 Longworth House Office Building,(202) 225-2735,21.0,539
L000602,"Lee, Summer L.",Democratic,House of Representatives,Pennsylvania,12.0,2023,https://www.congress.gov/img/member/l000602_200.jpg,https://api.congress.gov/v3/member/L000602?format=json,https://summerlee.house.gov,243 Cannon House Office Building,(202) 225-2135,13.0,480
L000599,"Lawler, Michael",Republican,House of Representatives,New York,17.0,2023,https://www.congress.gov/img/member/l000599_200.jpg,https://api.congress.gov/v3/member/L000599?format=json,https://lawler.house.gov,1013 Longworth House Office Building,(202) 225-6506,74.0,1254
L000600,"Langworthy, Nicholas A.",Republican,House of Representatives,New York,23.0,2023,https://www.congress.gov/img/member/l000600_200.jpg,https://api.congress.gov/v3/member/L000600?format=json,https://langworthy.house.gov,1630 Longworth House Office Building,(202) 225-3161,34.0,361
L000601,"Landsman, Greg",Democratic,House of Representatives,Ohio,1.0,2023,https://www.congress.gov/img/member/l000601_200.jpg,https://api.congress.gov/v3/member/L000601?format=json,https://landsman.house.gov,1432 Longworth House Office Building,(202) 225-2216,17.0,437
H001094,"Hoyle, Val T.",Democratic,House of Representatives,Oregon,4.0,2023,https://www.congress.gov/img/member/h001094_200.jpg,https://api.congress.gov/v3/member/H001094?format=json,https://hoyle.house.gov,1620 Longworth House Office Building,(202) 225-6416,11.0,315
D000530,"Deluzio, Christopher R.",Democratic,House of Representatives,Pennsylvania,17.0,2023,https://www.congress.gov/img/member/d000530_200.jpg,https://api.congress.gov/v3/member/D000530?format=json,https://deluzio.house.gov,1222 Longworth House Office Building,(202) 225-2301,20.0,496
C001135,"Chavez-DeRemer, Lori",Republican,House of Representatives,Oregon,5.0,2023,https://www.congress.gov/img/member/c001135_200.jpg,https://api.congress.gov/v3/member/C001135?format=json,https://chavez-deremer.house.gov,1722 Longworth House Office Building,(202) 225-5711,25.0,393
B001317,"Brecheen, Josh",Republican,House of Representatives,Oklahoma,2.0,2023,https://www.congress.gov/img/member/b001317_200.jpg,https://api.congress.gov/v3/member/B001317?format=json,https://brecheen.house.gov,1208 Longworth House Office Building,(202) 225-2701,33.0,268
R000579,"Ryan, Patrick",Democratic,House of Representatives,New York,18.0,2022,https://www.congress.gov/img/member/r000579_200.jpg,https://api.congress.gov/v3/member/R000579?format=json,https://patryan.house.gov/,1030 Longworth House Office Building,(202) 225-5614,20.0,385
B001313,"Brown, Shontel M.",Democratic,House of Representatives,Ohio,11.0,2021,https://www.congress.gov/img/member/b001313_200.jpg,https://api.congress.gov/v3/member/B001313?format=json,https://shontelbrown.house.gov,449 Cannon House Office Building,(202) 225-7032,18.0,659
B001223,"Bowman, Jamaal",Democratic,House of Representatives,New York,16.0,2021,https://www.congress.gov/img/member/b001223_200.jpg,https://api.congress.gov/v3/member/B001223?format=json,https://bowman.house.gov,345 Cannon House Office Building,(202) 225-2464,36.0,1109
B000740,"Bice, Stephanie I.",Republican,House of Representatives,Oklahoma,5.0,2021,https://www.congress.gov/img/member/b000740_200.jpg,https://api.congress.gov/v3/member/B000740?format=json,https://bice.house.gov,2437 Rayburn House Office Building,(202) 225-2132,51.0,580
B000668,"Bentz, Cliff",Republican,House of Representatives,Oregon,2.0,2021,https://www.congress.gov/img/member/b000668_200.jpg,https://api.congress.gov/v3/member/B000668?format=json,https://bentz.house.gov,409 Cannon House Office Building,(202) 225-6730,15.0,253
R000610,"Reschenthaler, Guy",Republican,House of Representatives,Pennsylvania,14.0,2019,https://www.congress.gov/img/member/r000610_200.jpg,https://api.congress.gov/v3/member/R000610?format=json,https://reschenthaler.house.gov/,342 Cannon House Office Building,(202) 225-2065,52.0,1108
J000302,"Joyce, John",Republican,House of Representatives,Pennsylvania,13.0,2019,https://www.congress.gov/img/member/j000302_200.jpg,https://api.congress.gov/v3/member/J000302?format=json,https://johnjoyce.house.gov/,152 Cannon House Office Building,(202) 225-2431,40.0,680
M001204,"Meuser, Daniel",Republican,House of Representatives,Pennsylvania,9.0,2019,https://www.congress.gov/img/member/m001204_200.jpg,https://api.congress.gov/v3/member/M001204?format=json,https://meuser.house.gov,350 Cannon House Office Building,(202) 225-6511,49.0,933
H001085,"Houlahan, Chrissy",Democratic,House of Representatives,Pennsylvania,6.0,2019,https://www.congress.gov/img/member/h001085_200.jpg,https://api.congress.gov/v3/member/H001085?format=json,https://houlahan.house.gov/,1727 Longworth House Office Building,(202) 225-4315,85.0,1223
D000631,"Dean, Madeleine",Democratic,House of Representatives,Pennsylvania,4.0,2019,https://www.congress.gov/img/member/d000631_200.jpg,https://api.congress.gov/v3/member/D000631?format=json,https://dean.house.gov,150 Cannon House Office Building,(202) 225-4731,98.0,1729
W000826,"Wild, Susan",Democratic,House of Representatives,Pennsylvania,7.0,2018,https://www.congress.gov/img/member/116_rp_pa_7_wild_susan_200.jpg,https://api.congress.gov/v3/member/W000826?format=json,https://wild.house.gov,1027 Longworth House Office Building,(202) 225-6411,76.0,1896
H001082,"Hern, Kevin",Republican,House of Representatives,Oklahoma,1.0,2018,https://www.congress.gov/img/member/h001082_200.jpg,https://api.congress.gov/v3/member/H001082?format=json,https://hern.house.gov,1019 Longworth House Office Building,(202) 225-2211,53.0,626
M001206,"Morelle, Joseph D.",Democratic,House of Representatives,New York,25.0,2018,https://www.congress.gov/img/member/m001206_200.jpg,https://api.congress.gov/v3/member/M001206?format=json,https://morelle.house.gov,570 Cannon House Office Building,(202) 225-3615,106.0,1555
S001205,"Scanlon, Mary Gay",Democratic,House of Representatives,Pennsylvania,5.0,2018,https://www.congress.gov/img/member/116_rp_pa_5_scanlon_mary_200.jpg,https://api.congress.gov/v3/member/S001205?format=json,https://scanlon.house.gov/,1227 Longworth House Office Building,(202) 225-2011,95.0,1809
B001306,"Balderson, Troy",Republican,House of Representatives,Ohio,12.0,2018,https://www.congress.gov/img/member/116_rp_oh_12_balderson_troy_200.jpg,https://api.congress.gov/v3/member/B001306?format=json,https://balderson.house.gov,2429 Rayburn House Office Building,(202) 225-5355,39.0,907
S001199,"Smucker, Lloyd",Republican,House of Representatives,Pennsylvania,11.0,2017,https://www.congress.gov/img/member/s001199_200.jpg,https://api.congress.gov/v3/member/S001199?format=json,https://smucker.house.gov/,302 Cannon House Office Building,(202) 225-2411,78.0,830
F000466,"Fitzpatrick, Brian K.",Republican,House of Representatives,Pennsylvania,1.0,2017,https://www.congress.gov/img/member/116_rp_pa_1_fitzpatrick_brian_200.jpg,https://api.congress.gov/v3/member/F000466?format=json,https://fitzpatrick.house.gov/,271 Cannon House Office Building,(202) 225-4276,168.0,4431
T000478,"Tenney, Claudia",Republican,House of Representatives,New York,24.0,2021,https://www.congress.gov/img/member/t000478_200.jpg,https://api.congress.gov/v3/member/T000478?format=json,https://tenney.house.gov/,2349 Rayburn House Office Building,(202) 225-3665,146.0,1248
E000296,"Evans, Dwight",Democratic,House of Representatives,Pennsylvania,3.0,2016,https://www.congress.gov/img/member/115_rp_pa_2_evans_dwight_200.jpg,https://api.congress.gov/v3/member/E000296?format=json,https://evans.house.gov/,1105 Longworth House Office Building,(202) 225-4001,50.0,2554
D000626,"Davidson, Warren",Republican,House of Representatives,Ohio,8.0,2016,https://www.congress.gov/img/member/115_rp_oh_8_davidson_warren_200.jpg,https://api.congress.gov/v3/member/D000626?format=json,https://davidson.house.gov/,2113 Rayburn House Office Building,(202) 225-6205,112.0,690
B001296,"Boyle, Brendan F.",Democratic,House of Representatives,Pennsylvania,2.0,2015,https://www.congress.gov/img/member/115_rp_pa_13_boyle_brendan_200.jpg,https://api.congress.gov/v3/member/B001296?format=json,https://boyle.house.gov/,1502 Longworth House Office Building,(202) 225-6111,112.0,2015
S001196,"Stefanik, Elise M.",Republican,House of Representatives,New York,21.0,2015,https://www.congress.gov/img/member/s001196_200.jpg,https://api.congress.gov/v3/member/S001196?format=json,https://stefanik.house.gov/,2211 Rayburn House Office Building,(202) 225-4611,168.0,2076
C001090,"Cartwright, Matt",Democratic,House of Representatives,Pennsylvania,8.0,2013,https://www.congress.gov/img/member/117_rp_pa_8_cartwright_matt_200.jpg,https://api.congress.gov/v3/member/C001090?format=json,https://cartwright.house.gov,2102 Rayburn House Office Building,(202) 225-5546,368.0,2909
P000605,"Perry, Scott",Republican,House of Representatives,Pennsylvania,10.0,2013,https://www.congress.gov/img/member/115_rp_pa_4_perry_scott_200.jpg,https://api.congress.gov/v3/member/P000605?format=json,https://perry.house.gov/,2160 Rayburn House Office Building,(202) 225-5836,273.0,1453
J000295,"Joyce, David P.",Republican,House of Representatives,Ohio,14.0,2013,https://www.congress.gov/img/member/j000295_200.jpg,https://api.congress.gov/v3/member/J000295?format=json,https://joyce.house.gov,2065 Rayburn House Office Building,(202) 225-5731,119.0,1711
B001281,"Beatty, Joyce",Democratic,House of Representatives,Ohio,3.0,2013,https://www.congress.gov/img/member/b001281_200.jpg,https://api.congress.gov/v3/member/B001281?format=json,https://beatty.house.gov,2079 Rayburn House Office Building,(202) 225-4324,155.0,2816
W000815,"Wenstrup, Brad R.",Republican,House of Representatives,Ohio,2.0,2013,https://www.congress.gov/img/member/w000815_200.jpg,https://api.congress.gov/v3/member/W000815?format=json,https://wenstrup.house.gov,2335 Rayburn House Office Building,(202) 225-3164,108.0,1270
B001278,"Bonamici, Suzanne",Democratic,House of Representatives,Oregon,1.0,2012,https://www.congress.gov/img/member/b001278_200.jpg,https://api.congress.gov/v3/member/B001278?format=json,https://bonamici.house.gov,2231 Rayburn House Office Building,(202) 225-0855,225.0,3533
L000566,"Latta, Robert E.",Republican,House of Representatives,Ohio,5.0,2007,https://www.congress.gov/img/member/l000566_200.jpg,https://api.congress.gov/v3/member/L000566?format=json,https://latta.house.gov/,2467 Rayburn House Office Building,(202) 225-6405,221.0,2233
K000376,"Kelly, Mike",Republican,House of Representatives,Pennsylvania,16.0,2011,https://www.congress.gov/img/member/k000376_200.jpg,https://api.congress.gov/v3/member/K000376?format=json,https://kelly.house.gov,1707 Longworth House Office Building,(202) 225-5406,153.0,2119
J000289,"Jordan, Jim",Republican,House of Representatives,Ohio,4.0,2007,https://www.congress.gov/img/member/j000289_200.jpg,https://api.congress.gov/v3/member/J000289?format=json,https://jordan.house.gov/,2056 Rayburn House Office Building,(202) 225-2676,54.0,1304
T000467,"Thompson, Glenn",Republican,House of Representatives,Pennsylvania,15.0,2009,https://www.congress.gov/img/member/115_rp_pa_5_thompson_glenn_200.jpg,https://api.congress.gov/v3/member/T000467?format=json,https://thompson.house.gov,400 Cannon House Office Building,(202) 225-5121,130.0,2185
T000469,"Tonko, Paul",Democratic,House of Representatives,New York,20.0,2009,https://www.congress.gov/img/member/t000469_200.jpg,https://api.congress.gov/v3/member/T000469?format=json,https://tonko.house.gov/,2369 Rayburn House Office Building,(202) 225-5076,195.0,4060
B000574,"Blumenauer, Earl",Democratic,House of Representatives,Oregon,3.0,1995,https://www.congress.gov/img/member/b000574_200.jpg,https://api.congress.gov/v3/member/B000574?format=json,https://blumenauer.house.gov/,1111 Longworth House Office Building,(202) 225-4811,500.0,8066
L000491,"Lucas, Frank D.",Republican,House of Representatives,Oklahoma,3.0,1993,https://www.congress.gov/img/member/116_rp_ok_3_lucas_frank_200.jpg,https://api.congress.gov/v3/member/L000491?format=json,https://lucas.house.gov,2405 Rayburn House Office Building,(202) 225-5565,110.0,2067
C001053,"Cole, Tom",Republican,House of Representatives,Oklahoma,4.0,2003,https://www.congress.gov/img/member/c001053_200.jpg,https://api.congress.gov/v3/member/C001053?format=json,https://cole.house.gov,2207 Rayburn House Office Building,(202) 225-6165,210.0,3176
T000463,"Turner, Michael R.",Republican,House of Representatives,Ohio,10.0,2003,https://www.congress.gov/img/member/116_rp_oh_10_turner_michael_200.jpg,https://api.congress.gov/v3/member/T000463?format=json,https://turner.house.gov/,2183 Rayburn House Office Building,(202) 225-6465,182.0,2005
K000009,"Kaptur, Marcy",Democratic,House of Representatives,Ohio,9.0,1983,https://www.congress.gov/img/member/k000009_200.jpg,https://api.congress.gov/v3/member/K000009?format=json,https://kaptur.house.gov/,2186 Rayburn House Office Building,(202) 225-4146,494.0,10030
V000136,"Vasquez, Gabe",Democratic,House of Representatives,New Mexico,2.0,2023,https://www.congress.gov/img/member/v000136_200.jpg,https://api.congress.gov/v3/member/V000136?format=json,https://vasquez.house.gov,1517 Longworth House Office Building,(202) 225-2365,30.0,269
N000194,"Nickel, Wiley",Democratic,House of Representatives,North Carolina,13.0,2023,https://www.congress.gov/img/member/n000194_200.jpg,https://api.congress.gov/v3/member/N000194?format=json,https://nickel.house.gov,1133 Longworth House Office Building,(202) 225-4531,12.0,473
M001226,"Menendez, Robert",Democratic,House of Representatives,New Jersey,8.0,2023,https://www.congress.gov/img/member/m001226_200.jpg,https://api.congress.gov/v3/member/M001226?format=json,https://menendez.house.gov,1007 Longworth House Office Building,(202) 225-7919,11.0,269
L000598,"LaLota, Nick",Republican,House of Representatives,New York,1.0,2023,https://www.congress.gov/img/member/l000598_200.jpg,https://api.congress.gov/v3/member/L000598?format=json,https://lalota.house.gov,1530 Longworth House Office Building,(202) 225-3826,34.0,362
K000398,"Kean, Thomas H.",Republican,House of Representatives,New Jersey,7.0,2023,https://www.congress.gov/img/member/k000398_200.jpg,https://api.congress.gov/v3/member/K000398?format=json,https://kean.house.gov,251 Cannon House Office Building,(202) 225-5361,29.0,399
J000308,"Jackson, Jeff",Democratic,House of Representatives,North Carolina,14.0,2023,https://www.congress.gov/img/member/j000308_200.jpg,https://api.congress.gov/v3/member/J000308?format=json,https://jeffjackson.house.gov,1318 Longworth House Office Building,(202) 225-5634,13.0,227
G000599,"Goldman, Daniel S.",Democratic,House of Representatives,New York,10.0,2023,https://www.congress.gov/img/member/g000599_200.jpg,https://api.congress.gov/v3/member/G000599?format=json,https://goldman.house.gov,245 Cannon House Office Building,(202) 225-7944,21.0,682
E000246,"Edwards, Chuck",Republican,House of Representatives,North Carolina,11.0,2023,https://www.congress.gov/img/member/e000246_200.jpg,https://api.congress.gov/v3/member/E000246?format=json,https://edwards.house.gov,1505 Longworth House Office Building,(202) 225-6401,28.0,277
D000632,"D'Esposito, Anthony",Republican,House of Representatives,New York,4.0,2023,https://www.congress.gov/img/member/d000632_200.jpg,https://api.congress.gov/v3/member/D000632?format=json,https://desposito.house.gov,1508 Longworth House Office Building,(202) 225-5516,37.0,450
F000474,"Flood, Mike",Republican,House of Representatives,Nebraska,1.0,2022,https://www.congress.gov/img/member/f000474_200.jpg,https://api.congress.gov/v3/member/F000474?format=json,https://flood.house.gov/,343 Cannon House Office Building,(202) 225-4806,17.0,249
S001218,"Stansbury, Melanie A.",Democratic,House of Representatives,New Mexico,1.0,2021,https://www.congress.gov/img/member/s001218_200.jpg,https://api.congress.gov/v3/member/S001218?format=json,https://stansbury.house.gov/,1421 Longworth House Office Building,(202) 225-6316,27.0,1064
T000486,"Torres, Ritchie",Democratic,House of Representatives,New York,15.0,2021,https://www.congress.gov/img/member/t000486_200.jpg,https://api.congress.gov/v3/member/T000486?format=json,https://ritchietorres.house.gov,1414 Longworth House Office Building,(202) 225-4361,115.0,912
M001135,"Manning, Kathy E.",Democratic,House of Representatives,North Carolina,6.0,2021,https://www.congress.gov/img/member/m001135_200.jpg,https://api.congress.gov/v3/member/M001135?format=json,https://manning.house.gov,307 Cannon House Office Building,(202) 225-3065,25.0,751
M000317,"Malliotakis, Nicole",Republican,House of Representatives,New York,11.0,2021,https://www.congress.gov/img/member/m000317_200.jpg,https://api.congress.gov/v3/member/M000317?format=json,https://malliotakis.house.gov,351 Cannon House Office Building,(202) 225-3371,83.0,741
L000273,"Leger Fernandez, Teresa",Democratic,House of Representatives,New Mexico,3.0,2021,https://www.congress.gov/img/member/l000273_200.jpg,https://api.congress.gov/v3/member/L000273?format=json,https://fernandez.house.gov,1510 Longworth House Office Building,(202) 225-6190,64.0,604
G000597,"Garbarino, Andrew R.",Republican,House of Representatives,New York,2.0,2021,https://www.congress.gov/img/member/g000597_200.jpg,https://api.congress.gov/v3/member/G000597?format=json,https://garbarino.house.gov,2344 Rayburn House Office Building,(202) 225-7896,57.0,812
B001311,"Bishop, Dan",Republican,House of Representatives,North Carolina,8.0,2019,https://www.congress.gov/img/member/b001311_200.jpg,https://api.congress.gov/v3/member/B001311?format=json,https://danbishop.house.gov,2459 Rayburn House Office Building,(202) 225-1976,42.0,617
O000172,"Ocasio-Cortez, Alexandria",Democratic,House of Representatives,New York,14.0,2019,https://www.congress.gov/img/member/o000172_200.jpg,https://api.congress.gov/v3/member/O000172?format=json,https://ocasio-cortez.house.gov/,250 Cannon House Office Building,(202) 225-3965,64.0,1277
L000590,"Lee, Susie",Democratic,House of Representatives,Nevada,3.0,2019,https://www.congress.gov/img/member/l000590_200.jpg,https://api.congress.gov/v3/member/L000590?format=json,https://susielee.house.gov,365 Cannon House Office Building,(202) 225-3252,75.0,973
S001207,"Sherrill, Mikie",Democratic,House of Representatives,New Jersey,11.0,2019,https://www.congress.gov/img/member/s001207_200.jpg,https://api.congress.gov/v3/member/S001207?format=json,https://sherrill.house.gov/,1427 Longworth House Office Building,(202) 225-5034,95.0,1214
K000394,"Kim, Andy",Democratic,House of Representatives,New Jersey,3.0,2019,https://www.congress.gov/img/member/k000394_200.jpg,https://api.congress.gov/v3/member/K000394?format=json,https://kim.house.gov/,2444 Rayburn House Office Building,(202) 225-4765,93.0,1490
V000133,"Van Drew, Jefferson",Republican,House of Representatives,New Jersey,2.0,2019,https://www.congress.gov/img/member/v000133_200.jpg,https://api.congress.gov/v3/member/V000133?format=json,https://vandrew.house.gov,2447 Rayburn House Office Building,(202) 225-6572,113.0,1687
P000614,"Pappas, Chris",Democratic,House of Representatives,New Hampshire,1.0,2019,https://www.congress.gov/img/member/p000614_200.jpg,https://api.congress.gov/v3/member/P000614?format=json,https://pappas.house.gov,452 Cannon House Office Building,(202) 225-5456,123.0,1736
A000377,"Armstrong, Kelly",Republican,House of Representatives,North Dakota,0.0,2019,https://www.congress.gov/img/member/a000377_200.jpg,https://api.congress.gov/v3/member/A000377?format=json,https://armstrong.house.gov,2235 Rayburn House Office Building,(202) 225-2611,42.0,608
E000297,"Espaillat, Adriano",Democratic,House of Representatives,New York,13.0,2017,https://www.congress.gov/img/member/e000297_200.jpg,https://api.congress.gov/v3/member/E000297?format=json,https://espaillat.house.gov,2332 Rayburn House Office Building,(202) 225-4365,185.0,2606
S001201,"Suozzi, Thomas R.",Democratic,House of Representatives,New York,3.0,2017,https://www.congress.gov/img/member/116_rp_ny_3_suozzi_thomas_200.jpg,https://api.congress.gov/v3/member/S001201?format=json,https://suozzi.house.gov,1117 Longworth House Office Building,(202) 225-3335,59.0,2215
G000583,"Gottheimer, Josh",Democratic,House of Representatives,New Jersey,5.0,2017,https://www.congress.gov/img/member/115_rp_nj_5_gottheimer_josh_200.jpg,https://api.congress.gov/v3/member/G000583?format=json,https://gottheimer.house.gov,203 Cannon House Office Building,(202) 225-4465,123.0,2369
B001298,"Bacon, Don",Republican,House of Representatives,Nebraska,2.0,2017,https://www.congress.gov/img/member/115_rp_ne_2_bacon_don_200.jpg,https://api.congress.gov/v3/member/B001298?format=json,https://bacon.house.gov,2104 Rayburn House Office Building,(202) 225-4155,147.0,2251
W000822,"Watson Coleman, Bonnie",Democratic,House of Representatives,New Jersey,12.0,2015,https://www.congress.gov/img/member/w000822_200.jpg,https://api.congress.gov/v3/member/W000822?format=json,https://watsoncoleman.house.gov/,168 Cannon House Office Building,(202) 225-5801,152.0,3483
R000603,"Rouzer, David",Republican,House of Representatives,North Carolina,7.0,2015,https://www.congress.gov/img/member/r000603_200.jpg,https://api.congress.gov/v3/member/R000603?format=json,https://rouzer.house.gov/,2333 Rayburn House Office Building,(202) 225-2731,71.0,1444
N000188,"Norcross, Donald",Democratic,House of Representatives,New Jersey,1.0,2014,https://www.congress.gov/img/member/n000188_200.jpg,https://api.congress.gov/v3/member/N000188?format=json,https://norcross.house.gov,2427 Rayburn House Office Building,(202) 225-6501,88.0,1537
A000370,"Adams, Alma S.",Democratic,House of Representatives,North Carolina,12.0,2014,https://www.congress.gov/img/member/a000370_200.jpg,https://api.congress.gov/v3/member/A000370?format=json,https://adams.house.gov,2436 Rayburn House Office Building,(202) 225-1510,158.0,2065
J000294,"Jeffries, Hakeem S.",Democratic,House of Representatives,New York,8.0,2013,https://www.congress.gov/img/member/j000294_200.jpg,https://api.congress.gov/v3/member/J000294?format=json,https://jeffries.house.gov,2433 Rayburn House Office Building,(202) 225-5936,128.0,1555
H001066,"Horsford, Steven",Democratic,House of Representatives,Nevada,4.0,2019,https://www.congress.gov/img/member/h001066_200.jpg,https://api.congress.gov/v3/member/H001066?format=json,https://horsford.house.gov,406 Cannon House Office Building,(202) 225-9894,85.0,1382
K000382,"Kuster, Ann M.",Democratic,House of Representatives,New Hampshire,2.0,2013,https://www.congress.gov/img/member/k000382_200.jpg,https://api.congress.gov/v3/member/K000382?format=json,https://kuster.house.gov,2201 Rayburn House Office Building,(202) 225-5206,161.0,3542
H001067,"Hudson, Richard",Republican,House of Representatives,North Carolina,9.0,2013,https://www.congress.gov/img/member/h001067_200.jpg,https://api.congress.gov/v3/member/H001067?format=json,https://hudson.house.gov,2112 Rayburn House Office Building,(202) 225-3715,127.0,1514
A000369,"Amodei, Mark E.",Republican,House of Representatives,Nevada,2.0,2011,https://www.congress.gov/img/member/a000369_200.jpg,https://api.congress.gov/v3/member/A000369?format=json,https://amodei.house.gov,104 Cannon House Office Building,(202) 225-6155,97.0,1451
C001067,"Clarke, Yvette D.",Democratic,House of Representatives,New York,9.0,2007,https://www.congress.gov/img/member/c001067_200.jpg,https://api.congress.gov/v3/member/C001067?format=json,https://clarke.house.gov/,2058 Rayburn House Office Building,(202) 225-6231,184.0,5389
S001172,"Smith, Adrian",Republican,House of Representatives,Nebraska,3.0,2007,https://www.congress.gov/img/member/s001172_200.jpg,https://api.congress.gov/v3/member/S001172?format=json,https://adriansmith.house.gov/,502 Cannon House Office Building,(202) 225-6435,113.0,1561
T000468,"Titus, Dina",Democratic,House of Representatives,Nevada,1.0,2013,https://www.congress.gov/img/member/t000468_200.jpg,https://api.congress.gov/v3/member/T000468?format=json,https://titus.house.gov/,2464 Rayburn House Office Building,(202) 225-5965,198.0,3752
P000034,"Pallone, Frank",Democratic,House of Representatives,New Jersey,6.0,1987,https://www.congress.gov/img/member/p000034_200.jpg,https://api.congress.gov/v3/member/P000034?format=json,https://pallone.house.gov,2107 Rayburn House Office Building,(202) 225-4671,558.0,6498
M001137,"Meeks, Gregory W.",Democratic,House of Representatives,New York,5.0,1997,https://www.congress.gov/img/member/m001137_200.jpg,https://api.congress.gov/v3/member/M001137?format=json,https://meeks.house.gov,2310 Rayburn House Office Building,(202) 225-3461,197.0,5624
V000081,"Velázquez, Nydia M.",Democratic,House of Representatives,New York,7.0,1993,https://www.congress.gov/img/member/v000081_200.jpg,https://api.congress.gov/v3/member/V000081?format=json,https://velazquez.house.gov,2302 Rayburn House Office Building,(202) 225-2361,467.0,5245
S000522,"Smith, Christopher H.",Republican,House of Representatives,New Jersey,4.0,1981,https://www.congress.gov/img/member/s000522_200.jpg,https://api.congress.gov/v3/member/S000522?format=json,https://chrissmith.house.gov/,2373 Rayburn House Office Building,(202) 225-3765,888.0,7440
N000002,"Nadler, Jerrold",Democratic,House of Representatives,New York,12.0,1991,https://www.congress.gov/img/member/n000002_200.jpg,https://api.congress.gov/v3/member/N000002?format=json,https://nadler.house.gov,2132 Rayburn House Office Building,(202) 225-5635,530.0,7211
M001156,"McHenry, Patrick T.",Republican,House of Representatives,North Carolina,10.0,2005,https://www.congress.gov/img/member/116_rp_nc_10_mchenry_patrick_200.jpg,https://api.congress.gov/v3/member/M001156?format=json,https://mchenry.house.gov,2134 Rayburn House Office Building,(202) 225-2576,136.0,1486
F000450,"Foxx, Virginia",Republican,House of Representatives,North Carolina,5.0,2005,https://www.congress.gov/img/member/116_rp_nc_5_foxx_virginia_200.jpg,https://api.congress.gov/v3/member/F000450?format=json,https://foxx.house.gov/,2462 Rayburn House Office Building,(202) 225-2071,230.0,1664
T000488,"Thanedar, Shri",Democratic,House of Representatives,Michigan,13.0,2023,https://www.congress.gov/img/member/t000488_200.jpg,https://api.congress.gov/v3/member/T000488?format=json,https://thanedar.house.gov,1039 Longworth House Office Building,(202) 225-5802,28.0,591
S001221,"Scholten, Hillary J.",Democratic,House of Representatives,Michigan,3.0,2023,https://www.congress.gov/img/member/s001221_200.jpg,https://api.congress.gov/v3/member/S001221?format=json,https://scholten.house.gov,1317 Longworth House Office Building,(202) 225-3831,11.0,327
J000307,"James, John",Republican,House of Representatives,Michigan,10.0,2023,https://www.congress.gov/img/member/j000307_200.jpg,https://api.congress.gov/v3/member/J000307?format=json,https://james.house.gov,1319 Longworth House Office Building,(202) 225-4961,36.0,175
I000058,"Ivey, Glenn",Democratic,House of Representatives,Maryland,4.0,2023,https://www.congress.gov/img/member/i000058_200.jpg,https://api.congress.gov/v3/member/I000058?format=json,https://ivey.house.gov,1529 Longworth House Office Building,(202) 225-8699,8.0,376
F000477,"Foushee, Valerie P.",Democratic,House of Representatives,North Carolina,4.0,2023,https://www.congress.gov/img/member/f000477_200.jpg,https://api.congress.gov/v3/member/F000477?format=json,https://foushee.house.gov,1716 Longworth House Office Building,(202) 225-1784,9.0,360
E000235,"Ezell, Mike",Republican,House of Representatives,Mississippi,4.0,2023,https://www.congress.gov/img/member/e000235_200.jpg,https://api.congress.gov/v3/member/E000235?format=json,https://ezell.house.gov,443 Cannon House Office Building,(202) 225-5772,13.0,214
D000230,"Davis, Donald G.",Democratic,House of Representatives,North Carolina,1.0,2023,https://www.congress.gov/img/member/d000230_200.jpg,https://api.congress.gov/v3/member/D000230?format=json,https://dondavis.house.gov,1123 Longworth House Office Building,(202) 225-3101,26.0,859
B001316,"Burlison, Eric",Republican,House of Representatives,Missouri,7.0,2023,https://www.congress.gov/img/member/b001316_200.jpg,https://api.congress.gov/v3/member/B001316?format=json,https://burlison.house.gov,1108 Longworth House Office Building,(202) 225-6536,26.0,260
A000379,"Alford, Mark",Republican,House of Representatives,Missouri,4.0,2023,https://www.congress.gov/img/member/a000379_200.jpg,https://api.congress.gov/v3/member/A000379?format=json,https://alford.house.gov,1516 Longworth House Office Building,(202) 225-2876,25.0,192
